hashcode	string
0x008bae71	MJ_RFVENTE01
0x008bb2b2	MJ_RFVENTF01
0x008c0d9a	PH_ROOFPATH_0001
0x008c0d9b	PH_ROOFPATH_0002
0x008c11db	PH_ROOFPATH_0101
0x008c11dc	PH_ROOFPATH_0102
0x008c161c	PH_ROOFPATH_0201
0x008c161d	PH_ROOFPATH_0202
0x008d3837	0x739db13b
0x008d5461	Amb_Idle07_MW2_City
0x008e69a6	0xbf7b452b
0x008e7e2b	exec_GMLG
0x008eb730	new_threat_high
0x008f1926	to_state_on_melee_10
0x008f1927	to_state_on_melee_11
0x009111c1	PF_ROBBERY_SF_00
0x009111c2	PF_ROBBERY_SF_01
0x009162b2	0x82d30ce1
0x00924801	0xaf021852
0x0094238a	new_threat_resp
0x00943329	CIT_SPI_STRE01_OhYipeeMor
0x00947b7f	V07_01GP18_ELE_WhatTheHel
0x0098b0b0	FSPOT02_STREETLAMPB
0x009932a0	play_fear_animation(entity)
0x009bd965	SS_HitFd1
0x009bd966	SS_HitFd2
0x009bd967	SS_HitFd3
0x009ce6ad	LTC_SHDW_SECBAR_TOD
0x009d6a5c	FE_ZEPHYR000
0x009f94c1	DG_STOOPA01
0x009f94c2	DG_STOOPA02
0x009f94c3	DG_STOOPA03
0x009f94c4	DG_STOOPA04
0x009f94c5	DG_STOOPA05
0x009f94c6	DG_STOOPA06
0x009f9903	DG_STOOPB02
0x009f9904	DG_STOOPB03
0x009f9d43	DG_STOOPC01
0x009f9ef2	CIT_RCJS26_JOH_Please
0x009fa186	DG_STOOPD03
0x009fa187	DG_STOOPD04
0x009fa188	DG_STOOPD05
0x009fa189	DG_STOOPD06
0x009fa18a	DG_STOOPD07
0x00a01535	kill_this_mission()
0x00a02c6a	face_entities(entity_list,num,num,vector3d)
0x00a0502c	CIT_PEDA09_FW1_Idle
0x00a0933d	HJ_STOR_INDA_15_05
0x00a0933e	HJ_STOR_INDA_15_06
0x00a2122b	CIT_RUNA10_STB_SBDU
0x00a28265	CIT_TCVR02_RT3_SBDU
0x00a324f4	REA_01KO07_MTB_ko
0x00a40ac0	CIT_11PN02_SPI_SPIDEYENT
0x00a56051	S01_01GP22_PET_JustDodgin
0x00a9877b	FN_CA05_00
0x00aa2f5a	CIT_SHRT11_FT2_WIN
0x00aa9681	gsm_saghhkhk2
0x00aae839	KABOOM
0x00ab761b	IFB_BOOK_A
0x00ab761c	IFB_BOOK_B
0x00abdcf3	terrain_fx_event
0x00ad0c2f	CIT_TCVR10_FL2_SBDU
0x00aec474	ClawStep1
0x00af5b47	FireSweep_Category
0x00afa8a5	CIT_07PN04_PM1_ARREST
0x00b15535	CIT_POL_IDLE52_ThisIsTheS
0x00b24736	OH_STOR_GENL3
0x00b39cdf	EL_PALETTE
0x00b43a87	usmWallJmpCeiling
0x00b4af58	TRAFFICLIGHTA
0x00b57d1f	QH_TRASK_CONCRETE_1
0x00b72c44	Amb_Idle03_MW9_City
0x00b9d5e3	clear_all_my_callbacks
0x00bc0fec	NF_NEWSSTANDA01
0x00bc0fed	NF_NEWSSTANDA02
0x00bc0fee	NF_NEWSSTANDA03
0x00bc0fef	NF_NEWSSTANDA04
0x00bc0ff0	NF_NEWSSTANDA05
0x00bc0ff1	NF_NEWSSTANDA06
0x00bc0ff2	NF_NEWSSTANDA07
0x00bc0ff3	NF_NEWSSTANDA08
0x00bc0ff4	NF_NEWSSTANDA09
0x00bc100c	NF_NEWSSTANDA10
0x00bc142d	NF_NEWSSTANDB01
0x00bc142e	NF_NEWSSTANDB02
0x00bc142f	NF_NEWSSTANDB03
0x00bc1430	NF_NEWSSTANDB04
0x00bf5acc	Amb_Pass06_GUM_City
0x00c16c85	FS_SM_Metal_L_1
0x00c16c86	FS_SM_Metal_L_2
0x00c1860b	FS_SM_Metal_R_1
0x00c1860c	FS_SM_Metal_R_2
0x00c1ff60	BEETLE_DEVICE
0x00c3059f	QHB_REFLECT
0x00c322b6	CIT_HARA07_FT3_SEESPI
0x00c36050	reactivate_tam_wigits()
0x00c72316	U_I_BIG_PPDAD
0x00c98d90	QH_PLANTERA01
0x00c98d91	QH_PLANTERA02
0x00c98d92	QH_PLANTERA03
0x00c98d93	QH_PLANTERA04
0x00c98d94	QH_PLANTERA05
0x00c98d95	QH_PLANTERA06
0x00c98d96	QH_PLANTERA07
0x00c98d97	QH_PLANTERA08
0x00c98d98	QH_PLANTERA09
0x00c98db0	QH_PLANTERA10
0x00c98db3	QH_PLANTERA13
0x00c98db4	QH_PLANTERA14
0x00c991d2	QH_PLANTERB02
0x00c991d4	QH_PLANTERB04
0x00c991d5	QH_PLANTERB05
0x00c991d6	QH_PLANTERB06
0x00c991d7	QH_PLANTERB07
0x00c991d8	QH_PLANTERB08
0x00c991d9	QH_PLANTERB09
0x00c991f1	QH_PLANTERB10
0x00c991f4	QH_PLANTERB13
0x00c991f5	QH_PLANTERB14
0x00c991f6	QH_PLANTERB15
0x00c991f7	QH_PLANTERB16
0x00c991f8	QH_PLANTERB17
0x00c991f9	QH_PLANTERB18
0x00c991fa	QH_PLANTERB19
0x00c99212	QH_PLANTERB20
0x00c99213	QH_PLANTERB21
0x00c99214	QH_PLANTERB22
0x00c99215	QH_PLANTERB23
0x00c99216	QH_PLANTERB24
0x00c99217	QH_PLANTERB25
0x00c99218	QH_PLANTERB26
0x00c99219	QH_PLANTERB27
0x00c9921a	QH_PLANTERB28
0x00c9921b	QH_PLANTERB29
0x00c99233	QH_PLANTERB30
0x00c99234	QH_PLANTERB31
0x00c9d9c2	CIT_SBDU06_MTB_SBDU
0x00cb2a47	c:\usm\data\levels\city\if_int_a\entities\if_int_a_hatch.ent
0x00cc7177	s03_gk_effects()
0x00cd10e7	JE_INTERSECTIONB_4M
0x00cf2fa1	start_charge_shockwave
0x00d31907	ElcNSt_FlyBurstS1
0x00d31908	ElcNSt_FlyBurstS2
0x00d31909	ElcNSt_FlyBurstS3
0x00d3931c	0xceb38816
0x00d3c973	hit_react
0x00d59204	hit_rhino
0x00d6daea	GM_SH02_BREAKIN_00
0x00d6daeb	GM_SH02_BREAKIN_01
0x00d6daec	GM_SH02_BREAKIN_02
0x00d868eb	ALIASED_SOUND_FE_GLASS_WALL_FAIL_STYLUS_1
0x00d92c9c	CIT_04PN09_FT1_SEESPI
0x00d9d875	stopped_car_destroyer(num)
0x00da8477	FX_PLASCORE_B
0x00db2a79	done_playing
0x00dc38e3	STR_DRIVEWAY
0x00de3903	CIT_RKT_ICVR13_You
0x00de8305	0x563d150e
0x00deafb4	FdTPFeedStartByVen
0x00dedd0f	ZGB_SHEETSA
0x00dedd10	ZGB_SHEETSB
0x00dfc333	sic_wait_for_car_stop
0x00e3b5cb	hit_sable
0x00e4ddd8	feed_end(entity)
0x00e7080d	U_I_BIG_RHINO
0x00e8970c	KG_INT_A_STREETLAMPA_N02
0x00e8970d	KG_INT_A_STREETLAMPA_N03
0x00e8970e	KG_INT_A_STREETLAMPA_N04
0x00e89710	KG_INT_A_STREETLAMPA_N06
0x00e89712	KG_INT_A_STREETLAMPA_N08
0x00e8972b	KG_INT_A_STREETLAMPA_N10
0x00e8972d	KG_INT_A_STREETLAMPA_N12
0x00e8972e	KG_INT_A_STREETLAMPA_N13
0x00e8972f	KG_INT_A_STREETLAMPA_N14
0x00e89731	KG_INT_A_STREETLAMPA_N16
0x00e89732	KG_INT_A_STREETLAMPA_N17
0x00e89734	KG_INT_A_STREETLAMPA_N19
0x00e8974c	KG_INT_A_STREETLAMPA_N20
0x00e8974e	KG_INT_A_STREETLAMPA_N22
0x00e89750	KG_INT_A_STREETLAMPA_N24
0x00e89751	KG_INT_A_STREETLAMPA_N25
0x00e89753	KG_INT_A_STREETLAMPA_N27
0x00e89754	KG_INT_A_STREETLAMPA_N28
0x00e89755	KG_INT_A_STREETLAMPA_N29
0x00e8976d	KG_INT_A_STREETLAMPA_N30
0x00e8976f	KG_INT_A_STREETLAMPA_N32
0x00e89770	KG_INT_A_STREETLAMPA_N33
0x00e89771	KG_INT_A_STREETLAMPA_N34
0x00e89772	KG_INT_A_STREETLAMPA_N35
0x00ebec05	hit_spark
0x00ec70f9	cleanup()
0x00eca77e	CIT_WBEY03_STB_WEB
0x00eef43d	0xaf07585e
0x00ef6f98	OJ_RFWTANKB01
0x00f09ba5	0x086153ae
0x00f1984e	KE_LOD
0x00f1ed70	EL_CABLEA08
0x00f1ed71	EL_CABLEA09
0x00f1ed89	EL_CABLEA10
0x00f1ed8a	EL_CABLEA11
0x00f1ed8b	EL_CABLEA12
0x00f1ed8c	EL_CABLEA13
0x00f1ed8d	EL_CABLEA14
0x00f1ed8e	EL_CABLEA15
0x00f1ed8f	EL_CABLEA16
0x00f1ed90	EL_CABLEA17
0x00f1ed91	EL_CABLEA18
0x00f1ed92	EL_CABLEA19
0x00f1edaa	EL_CABLEA20
0x00f1edab	EL_CABLEA21
0x00f1edac	EL_CABLEA22
0x00f1edad	EL_CABLEA23
0x00f1edae	EL_CABLEA24
0x00f1edb0	EL_CABLEA26
0x00f1edb2	EL_CABLEA28
0x00f1edcb	EL_CABLEA30
0x00f1edcc	EL_CABLEA31
0x00f1edcd	EL_CABLEA32
0x00f1edce	EL_CABLEA33
0x00f1edcf	EL_CABLEA34
0x00f1edd0	EL_CABLEA35
0x00f1edd1	EL_CABLEA36
0x00f1edd2	EL_CABLEA37
0x00f1edd3	EL_CABLEA38
0x00f1edd4	EL_CABLEA39
0x00f1edec	EL_CABLEA40
0x00f1eded	EL_CABLEA41
0x00f1edee	EL_CABLEA42
0x00f1edef	EL_CABLEA43
0x00f1edf0	EL_CABLEA44
0x00f1edf1	EL_CABLEA45
0x00f1edf2	EL_CABLEA46
0x00f1edf3	EL_CABLEA47
0x00f1edf4	EL_CABLEA48
0x00f1edf5	EL_CABLEA49
0x00f1ee0d	EL_CABLEA50
0x00f1ee0e	EL_CABLEA51
0x00f1ee0f	EL_CABLEA52
0x00f1ee10	EL_CABLEA53
0x00f1ee11	EL_CABLEA54
0x00f1ee31	EL_CABLEA63
0x00f1ee32	EL_CABLEA64
0x00f1ee33	EL_CABLEA65
0x00f1ee34	EL_CABLEA66
0x00f1ee35	EL_CABLEA67
0x00f1ee36	EL_CABLEA68
0x00f1ee37	EL_CABLEA69
0x00f1ee4f	EL_CABLEA70
0x00f1ee50	EL_CABLEA71
0x00f1ee51	EL_CABLEA72
0x00f1ee52	EL_CABLEA73
0x00f1ee53	EL_CABLEA74
0x00f1ee54	EL_CABLEA75
0x00f1ee55	EL_CABLEA76
0x00f1ee56	EL_CABLEA77
0x00f1ee57	EL_CABLEA78
0x00f262b7	V08_02EE03_ELE_HABest
0x00f3db2b	handle_health_increase(num)
0x00f40ebe	CIT_HANG02_SPI_HANGER
0x00f52bd4	U_I_BIG_SABLE
0x00f59623	FG_TRICK_RACE00
0x00fa42be	FX_VENOM_LANDING
0x00fa48e7	CIT_ATKX08_FTB_ATKN
0x00fad2ba	GANG_HELLIONS
0x00fbffc3	CIT_SPAT10_MW1_Spat
0x00fe3277	ai_door_dr_node
0x00fe7c9a	LE_TABLEB
0x00ff1d69	hit_trask
0x00fff6a4	usmSwingExitNorm1
0x00fff6a5	usmSwingExitNorm2
0x010236c8	0x08624822
0x01023b17	0x0862491a
0x0102c7c5	0x3d657b11
0x0103b0cf	KF_LOD
0x01044b97	FX_SCORCH_DECAL
0x01062b45	EF_CHAIRS01
0x01062b46	EF_CHAIRS02
0x01062b47	EF_CHAIRS03
0x01062b48	EF_CHAIRS04
0x01062b49	EF_CHAIRS05
0x01062b4a	EF_CHAIRS06
0x01062b4b	EF_CHAIRS07
0x01062b4c	EF_CHAIRS08
0x01062b4d	EF_CHAIRS09
0x01062b65	EF_CHAIRS10
0x01082ffe	DH_BOXTRUCKA
0x0108b354	CIT_SSMN42_FB1_greet
0x010e2ada	GH_FLAGPOLEA01
0x010e2adb	GH_FLAGPOLEA02
0x010e2adc	GH_FLAGPOLEA03
0x010e2add	GH_FLAGPOLEA04
0x010e2ade	GH_FLAGPOLEA05
0x0110896f	fire_bolt_1_charge_state
0x01109372	U_I_BIG_TRASK
0x0110b6e3	set_cop_to_chase()
0x01116006	HH_RFVENTA01
0x01116007	HH_RFVENTA02
0x01116008	HH_RFVENTA03
0x0111600d	HH_RFVENTA08
0x0111600e	HH_RFVENTA09
0x01116026	HH_RFVENTA10
0x01116027	HH_RFVENTA11
0x01116028	HH_RFVENTA12
0x01116029	HH_RFVENTA13
0x0111602a	HH_RFVENTA14
0x0111602b	HH_RFVENTA15
0x0111602c	HH_RFVENTA16
0x0111602d	HH_RFVENTA17
0x0111602e	HH_RFVENTA18
0x0111602f	HH_RFVENTA19
0x01116047	HH_RFVENTA20
0x01116048	HH_RFVENTA21
0x01116049	HH_RFVENTA22
0x0111604a	HH_RFVENTA23
0x0111604b	HH_RFVENTA24
0x0111604c	HH_RFVENTA25
0x0111604d	HH_RFVENTA26
0x0111604e	HH_RFVENTA27
0x0111604f	HH_RFVENTA28
0x01116050	HH_RFVENTA29
0x01116068	HH_RFVENTA30
0x01116069	HH_RFVENTA31
0x01116447	HH_RFVENTB01
0x01116448	HH_RFVENTB02
0x01116449	HH_RFVENTB03
0x0111644a	HH_RFVENTB04
0x0111644b	HH_RFVENTB05
0x0111644c	HH_RFVENTB06
0x0111644d	HH_RFVENTB07
0x01116cca	HH_RFVENTD02
0x01116ccb	HH_RFVENTD03
0x01116ccc	HH_RFVENTD04
0x01116ccd	HH_RFVENTD05
0x01116cce	HH_RFVENTD06
0x01116ccf	HH_RFVENTD07
0x0111754b	HH_RFVENTF01
0x0111754c	HH_RFVENTF02
0x0111754d	HH_RFVENTF03
0x0111754e	HH_RFVENTF04
0x0111754f	HH_RFVENTF05
0x01117550	HH_RFVENTF06
0x01117551	HH_RFVENTF07
0x01117552	HH_RFVENTF08
0x0111ab3f	NF_FLAGPOLEA01
0x0111ab40	NF_FLAGPOLEA02
0x0111ab41	NF_FLAGPOLEA03
0x0112918d	c:\usm\data\levels\city\fm\entities\fm_cellardoors.ent
0x011303fd	0x3d665427
0x0113170d	0x3d6657c3
0x01131933	0x0863214c
0x0114a2eb	0x3d6681e2
0x0115c950	KG_LOD
0x0115ebdb	KG_V1C
0x0115ec2a	success()
0x0115fb8b	0x3d669adb
0x0117259c	Amb_Sire02_MB2_City
0x01180fbe	CIT_FEAR39_MW5_Fear
0x01192ceb	CIT_TCVR07_ST3_SBDU
0x01199c6f	IJ_WATER_EXIT_MARKER
0x011bd4bc	ambulance_lights_on(entity)
0x011ca7a2	MD_RING_DOCKA10
0x011ca7a5	MD_RING_DOCKA13
0x011ca7a6	MD_RING_DOCKA14
0x011ca7a7	MD_RING_DOCKA15
0x011d0cee	0xaafc1b08
0x011fc68f	0xaafc6a05
0x01210587	EN_CANOPYK
0x01210589	EN_CANOPYM
0x0121058c	EN_CANOPYP
0x01242a4e	CIT_TDMG07_RL2_SBDU
0x0125eebb	0xd878986a
0x0125eebc	0xd878986b
0x0125eebd	0xd878986c
0x01269dc6	OF_DINER
0x0126ceba	FX_YELLOW_RING2
0x0127866c	SHOCKER_RIGHT
0x0127e1d1	KH_LOD
0x0128ebba	V08_GLASS_HOUSE
0x0129321e	CIT_WORK16_MW5_IDLE
0x0129f8c5	venom_finished_attack
0x012a74cb	GMU_CTstrength_interact_anim
0x012acc9d	UPTOWN_COMBAT_TOUR2
0x012acc9e	UPTOWN_COMBAT_TOUR3
0x012acc9f	UPTOWN_COMBAT_TOUR4
0x012b2ad5	0x3d66a4b3
0x012b9131	0xd877cb9a
0x012bc847	0x3d66b8aa
0x012d1482	Amb_Idle06_MW4_City
0x012dda52	U_I_BIG_VENOM
0x012f38a1	0xaafd1eb5
0x012fb920	IK_CANOPYB01
0x012fb921	IK_CANOPYB02
0x012fb922	IK_CANOPYB03
0x012fb923	IK_CANOPYB04
0x012fb924	IK_CANOPYB05
0x012fe7eb	IK_CANOPYM01
0x012fe7ec	IK_CANOPYM02
0x012fe7ed	IK_CANOPYM03
0x012fe7ee	IK_CANOPYM04
0x012fe7ef	IK_CANOPYM05
0x012ff4ae	IK_CANOPYP01
0x012ff4af	IK_CANOPYP02
0x012ff4b0	IK_CANOPYP03
0x012ff4b1	IK_CANOPYP04
0x012ff4b2	IK_CANOPYP05
0x012ff4b3	IK_CANOPYP06
0x012ff4b4	IK_CANOPYP07
0x012ff4b5	IK_CANOPYP08
0x012ff4b6	IK_CANOPYP09
0x012ff4ce	IK_CANOPYP10
0x012ff4cf	IK_CANOPYP11
0x012ff4d0	IK_CANOPYP12
0x01305474	wall_hit
0x01306238	CIT_POL_IDLE31_IShouldSto
0x01308084	Wall_Run
0x013380ce	NF_LAMPA000
0x0134888f	0x3d68084f
0x01359926	0x3d682689
0x01359acd	0x3d6825f3
0x0135a1a8	0x3d682889
0x013629a6	U_I_BIG_HUMANTORCH
0x01369c39	0x3d684152
0x01369c69	0x3d68415b
0x01369ffc	0x3d684218
0x0139fa52	KI_LOD
0x013bdf96	HN_ENT_INTERSECTIONC_4M01
0x013bdf97	HN_ENT_INTERSECTIONC_4M02
0x013bdf98	HN_ENT_INTERSECTIONC_4M03
0x013c2552	Kick_1
0x013c258e	kick_m
0x013c2594	kick_s
0x013dbd4e	0x3d67b169
0x013e04d3	0x3d67ac03
0x013e4fbe	0x3d67c1e9
0x0140d6f7	POWERPOLE_LO
0x01459ff7	set_waypoint()
0x01463228	give_points(num)
0x01477d81	initialize_power_sources
0x01477fbf	07PN09ARREST
0x014842f0	CIT_TERR12_MW1_Terror
0x014964ce	0x3d6958c0
0x014a6fb9	0x3d69768f
0x014c1d28	CIT_WATK02_FL2_ATKN
0x014d4f23	0x220ddb7f
0x014db7d5	DD_TRASHBAGA01
0x014db7d6	DD_TRASHBAGA02
0x014db7d7	DD_TRASHBAGA03
0x014db7d8	DD_TRASHBAGA04
0x014db7d9	DD_TRASHBAGA05
0x014db7da	DD_TRASHBAGA06
0x014db7db	DD_TRASHBAGA07
0x014db7dc	DD_TRASHBAGA08
0x014db7dd	DD_TRASHBAGA09
0x014db7f5	DD_TRASHBAGA10
0x014db7f6	DD_TRASHBAGA11
0x014db7f7	DD_TRASHBAGA12
0x014db7f8	DD_TRASHBAGA13
0x014db7f9	DD_TRASHBAGA14
0x014db7fa	DD_TRASHBAGA15
0x014e53b9	0x7e73f3a1
0x014ec0d0	JK_ENT_RFVENTA00
0x014ec0d1	JK_ENT_RFVENTA01
0x014ec0d2	JK_ENT_RFVENTA02
0x014ec952	JK_ENT_RFVENTC00
0x014ec953	JK_ENT_RFVENTC01
0x014ec954	JK_ENT_RFVENTC02
0x014ed615	JK_ENT_RFVENTF00
0x014ed616	JK_ENT_RFVENTF01
0x014ed617	JK_ENT_RFVENTF02
0x014ed618	JK_ENT_RFVENTF03
0x014ed619	JK_ENT_RFVENTF04
0x014ed61a	JK_ENT_RFVENTF05
0x014ed61b	JK_ENT_RFVENTF06
0x014ed61c	JK_ENT_RFVENTF07
0x014ed61d	JK_ENT_RFVENTF08
0x014ed61e	JK_ENT_RFVENTF09
0x014ed636	JK_ENT_RFVENTF10
0x014ed637	JK_ENT_RFVENTF11
0x014ed638	JK_ENT_RFVENTF12
0x014ed639	JK_ENT_RFVENTF13
0x014ed63a	JK_ENT_RFVENTF14
0x014ed63b	JK_ENT_RFVENTF15
0x014ed63c	JK_ENT_RFVENTF16
0x014ed63d	JK_ENT_RFVENTF17
0x014ed63e	JK_ENT_RFVENTF18
0x014ed63f	JK_ENT_RFVENTF19
0x014f190b	HM_PLANTER01
0x014f190c	HM_PLANTER02
0x014f190d	HM_PLANTER03
0x014f190e	HM_PLANTER04
0x014f190f	HM_PLANTER05
0x015088e5	GH_BANNERA
0x01518d5a	CIT_05PN12_PM1_THANKS
0x01526023	SSMN47GREET
0x0153433a	NH_STOR_INDC_01
0x0153433b	NH_STOR_INDC_02
0x0153433c	NH_STOR_INDC_03
0x0153433d	NH_STOR_INDC_04
0x0153433e	NH_STOR_INDC_05
0x01545bfc	NH_STOR_INDE_01
0x01545bfd	NH_STOR_INDE_02
0x01545bfe	NH_STOR_INDE_03
0x01545bff	NH_STOR_INDE_04
0x01545c00	NH_STOR_INDE_05
0x01545c01	NH_STOR_INDE_06
0x0154e85d	NH_STOR_INDF_01
0x0154e85e	NH_STOR_INDF_02
0x015574be	NH_STOR_INDG_01
0x015574bf	NH_STOR_INDG_02
0x015574c0	NH_STOR_INDG_03
0x01559ea6	CIT_09SH06_PM1_ARREST
0x0156011f	NH_STOR_INDH_01
0x01560120	NH_STOR_INDH_02
0x01560121	NH_STOR_INDH_03
0x01560122	NH_STOR_INDH_04
0x01560123	NH_STOR_INDH_05
0x01560124	NH_STOR_INDH_06
0x01560125	NH_STOR_INDH_07
0x01560126	NH_STOR_INDH_08
0x01560127	NH_STOR_INDH_09
0x0156013f	NH_STOR_INDH_10
0x01560140	NH_STOR_INDH_11
0x01560141	NH_STOR_INDH_12
0x01560142	NH_STOR_INDH_13
0x01560143	NH_STOR_INDH_14
0x01560144	NH_STOR_INDH_15
0x01560145	NH_STOR_INDH_16
0x015719e1	NH_STOR_INDJ_01
0x015719e2	NH_STOR_INDJ_02
0x015719e3	NH_STOR_INDJ_03
0x015719e4	NH_STOR_INDJ_04
0x015719e5	NH_STOR_INDJ_05
0x015719e6	NH_STOR_INDJ_06
0x015719e7	NH_STOR_INDJ_07
0x015719e8	NH_STOR_INDJ_08
0x015719e9	NH_STOR_INDJ_09
0x01571a01	NH_STOR_INDJ_10
0x01571a03	NH_STOR_INDJ_12
0x01571a04	NH_STOR_INDJ_13
0x01571a05	NH_STOR_INDJ_14
0x01571a06	NH_STOR_INDJ_15
0x01571a07	NH_STOR_INDJ_16
0x0157560b	tam2_barrier_d(entity)
0x0157a158	0xceb9c23e
0x01581ee4	GG_Hurt_Getup_1
0x01581ee5	GG_Hurt_Getup_2
0x01584064	CIT_SCRD06_FB1_Beat
0x015976de	HG_ESAM_BILLBOARD
0x015a34ba	DF_PENTHOUSEF000
0x015a85ee	CIT_SELL09_MW6_IDLE
0x015a866b	0x086708db
0x015bec35	0xcc5d5360
0x015e0f85	c:\usm\data\effects\entities\fx_electrosphere_b.ent
0x015edb74	CIT_FHRT05_RL2_SBDU
0x015f195a	~feed_attack()
0x016133f2	~electrocute_spidey_attack()
0x01615424	HM_ROOFTOP_COMMON_00
0x01615425	HM_ROOFTOP_COMMON_01
0x01634363	IK_LODIK_LOD_GRASS
0x0165e663	BRKN05SETUP
0x0166b17c	JG_STOR_COMJ2_07_05_10
0x0166b17d	JG_STOR_COMJ2_07_05_11
0x01685ef5	CE_PAYPHONEA09
0x01685f0d	CE_PAYPHONEA10
0x01692328	ME_TRICK_RACE00
0x016a66d1	unstuck_VO
0x016b44b2	0xcc5e01fc
0x016c363e	CIT_PRTY13_FW3_IDLE
0x016deb03	DG_OMNI01_CITYLHIGH01
0x016deb04	DG_OMNI01_CITYLHIGH02
0x016deb05	DG_OMNI01_CITYLHIGH03
0x016deb06	DG_OMNI01_CITYLHIGH04
0x016deb07	DG_OMNI01_CITYLHIGH05
0x016deb08	DG_OMNI01_CITYLHIGH06
0x016deb09	DG_OMNI01_CITYLHIGH07
0x016deb0a	DG_OMNI01_CITYLHIGH08
0x016deb0b	DG_OMNI01_CITYLHIGH09
0x016deb23	DG_OMNI01_CITYLHIGH10
0x016deb24	DG_OMNI01_CITYLHIGH11
0x016deb25	DG_OMNI01_CITYLHIGH12
0x016deb26	DG_OMNI01_CITYLHIGH13
0x016deb27	DG_OMNI01_CITYLHIGH14
0x016deb28	DG_OMNI01_CITYLHIGH15
0x016deb29	DG_OMNI01_CITYLHIGH16
0x016deb2a	DG_OMNI01_CITYLHIGH17
0x01702f36	CIT_TERR10_MW9_Terror
0x01706de4	SFX_Lightning_1
0x01706de5	SFX_Lightning_2
0x01706de6	SFX_Lightning_3
0x0173c8e2	S02_02GP11_PET_SwingingWo
0x0175936a	FN_SPWAREHOUSE01
0x01769499	GJ_SKIDMARKS
0x017fac32	PI_HOSPDOORL
0x018151dd	~_queens_combat_tour()
0x01828552	0x086976bd
0x018baea3	investigate
0x018f2fec	CIT_PEDA26_FW2_Idle
0x018f7b48	camera05_rain()
0x0190b2fd	CIT_WATK12_RT2_atkn
0x01943bea	CG_SH02_BREAKIN_THUGS_00
0x0196a958	HL_SIDEWALK_CORNER_4M09
0x0196a970	HL_SIDEWALK_CORNER_4M10
0x0196a971	HL_SIDEWALK_CORNER_4M11
0x0196a972	HL_SIDEWALK_CORNER_4M12
0x0196a973	HL_SIDEWALK_CORNER_4M13
0x0196a974	HL_SIDEWALK_CORNER_4M14
0x0196a975	HL_SIDEWALK_CORNER_4M15
0x0196a976	HL_SIDEWALK_CORNER_4M16
0x0196a977	HL_SIDEWALK_CORNER_4M17
0x0196a978	HL_SIDEWALK_CORNER_4M18
0x0196a979	HL_SIDEWALK_CORNER_4M19
0x019722a6	CF_RFVENTA08
0x019722a7	CF_RFVENTA09
0x019722bf	CF_RFVENTA10
0x019722c0	CF_RFVENTA11
0x019722c1	CF_RFVENTA12
0x019722c2	CF_RFVENTA13
0x019722c3	CF_RFVENTA14
0x019722c4	CF_RFVENTA15
0x019722c5	CF_RFVENTA16
0x019722c6	CF_RFVENTA17
0x019722c7	CF_RFVENTA18
0x019722c8	CF_RFVENTA19
0x019726e1	CF_RFVENTB02
0x019726e2	CF_RFVENTB03
0x019726e4	CF_RFVENTB05
0x019726e5	CF_RFVENTB06
0x019726e6	CF_RFVENTB07
0x019726e7	CF_RFVENTB08
0x019726e8	CF_RFVENTB09
0x01972700	CF_RFVENTB10
0x01972b21	CF_RFVENTC01
0x01972b22	CF_RFVENTC02
0x01972b23	CF_RFVENTC03
0x01972b24	CF_RFVENTC04
0x01972b25	CF_RFVENTC05
0x01972b26	CF_RFVENTC06
0x01972b27	CF_RFVENTC07
0x01972b28	CF_RFVENTC08
0x01972b29	CF_RFVENTC09
0x01972b41	CF_RFVENTC10
0x01972b42	CF_RFVENTC11
0x01972b43	CF_RFVENTC12
0x01972b44	CF_RFVENTC13
0x01972b45	CF_RFVENTC14
0x01972b46	CF_RFVENTC15
0x01972b47	CF_RFVENTC16
0x01972f62	CF_RFVENTD01
0x01972f63	CF_RFVENTD02
0x01972f64	CF_RFVENTD03
0x01972f65	CF_RFVENTD04
0x01972f66	CF_RFVENTD05
0x01972f67	CF_RFVENTD06
0x01972f68	CF_RFVENTD07
0x01972f69	CF_RFVENTD08
0x01973006	CF_RFVENTD50
0x01973065	HF_TRAFFICLIGHTA
0x01973092	CF_RFVENTD98
0x01973093	CF_RFVENTD99
0x019735b7	HL_SIDEWALK_CORNER_5M07
0x019735da	HL_SIDEWALK_CORNER_5M19
0x019735f2	HL_SIDEWALK_CORNER_5M20
0x019735f3	HL_SIDEWALK_CORNER_5M21
0x019735f4	HL_SIDEWALK_CORNER_5M22
0x019735f5	HL_SIDEWALK_CORNER_5M23
0x019735f6	HL_SIDEWALK_CORNER_5M24
0x019735f7	HL_SIDEWALK_CORNER_5M25
0x019737e4	CF_RFVENTF01
0x019737e5	CF_RFVENTF02
0x019737e6	CF_RFVENTF03
0x019737e7	CF_RFVENTF04
0x019737ea	CF_RFVENTF07
0x019737eb	CF_RFVENTF08
0x019737ec	CF_RFVENTF09
0x01973804	CF_RFVENTF10
0x01973805	CF_RFVENTF11
0x01973806	CF_RFVENTF12
0x01973807	CF_RFVENTF13
0x01973808	CF_RFVENTF14
0x01973809	CF_RFVENTF15
0x0197380a	CF_RFVENTF16
0x0197380b	CF_RFVENTF17
0x0197380c	CF_RFVENTF18
0x0197380d	CF_RFVENTF19
0x01973825	CF_RFVENTF20
0x01973826	CF_RFVENTF21
0x01973827	CF_RFVENTF22
